sofifa_id,nationality,club_name,league_name
192020,Mexico,Santos Laguna,Mexican Liga MX
192250,Australia,Western Sydney Wanderers,Australian Hyundai A-League
192285,Nigeria,Falkenbergs FF,Swedish Allsvenskan
192450,England,Mansfield Town,English League Two
192970,England,Plymouth Argyle,English League One
193064,Spain,FC Cartagena,Spanish Segunda División
193251,Austria,FC Admira Wacker Mödling,Austrian Football Bundesliga
193346,Netherlands,VVV-Venlo,Holland Eredivisie
193350,Turkey,Hannover 96,German 2. Bundesliga
193522,Italy,AC Monza,Italian Serie B
193608,England,Mansfield Town,English League Two
193875,Australia,Brisbane Roar,Australian Hyundai A-League
193958,England,Portsmouth,English League One
194035,Germany,FSV Zwickau,German 3. Bundesliga
194122,Northern Ireland,Sunderland,English League One
194372,Turkey,Kasimpaşa SK,Turkish Süper Lig
195124,England,Port Vale,English League Two
195480,Northern Ireland,Sunderland,English League One
195900,Bolivia,Jorge Wilstermann,Liga de Fútbol Profesional Boliviano
195905,Bolivia,Club Bolívar,Liga de Fútbol Profesional Boliviano
196339,Germany,Hallescher FC,German 3. Bundesliga
196434,Peru,Alianza Lima,Peruvian Primera División
196848,Peru,Melgar FBC,Peruvian Primera División
196910,Bolivia,Jorge Wilstermann,Liga de Fútbol Profesional Boliviano
197148,Poland,SV Meppen,German 3. Bundesliga
197226,Germany,1. FC Magdeburg,German 3. Bundesliga
197592,United Arab Emirates,Al Ain FC,UAE Arabian Gulf League
197953,Republic of Ireland,Luton Town,English League Championship
198094,United States,Colorado Rapids,USA Major League Soccer
198257,United States,New England Revolution,USA Major League Soccer
198299,Spain,C.D. Castellón,Spanish Segunda División
198490,Sweden,BK Häcken,Swedish Allsvenskan
198534,Denmark,Lyngby BK,Danish Superliga
198622,Faroe Islands,AC Horsens,Danish Superliga
198849,Greece,WSG Tirol,Austrian Football Bundesliga
198874,Brazil,FC Seoul,Korean K League Classic
199108,Ecuador,Barcelona Sporting Club,Ecuadorian Serie A
199627,England,Colchester United,English League Two
199803,Germany,1. FC Saarbrücken,German 3. Bundesliga
199830,Bolivia,Always Ready,Liga de Fútbol Profesional Boliviano
199908,Costa Rica,Raków Częstochowa,Polish T-Mobile Ekstraklasa
200058,Denmark,Mjøndalen IF,Norwegian Eliteserien
200210,England,Bolton Wanderers,English League Two
200292,England,Salford City,English League Two
200346,Poland,Piast Gliwice,Polish T-Mobile Ekstraklasa
200369,Norway,Sarpsborg 08 FF,Norwegian Eliteserien
200449,Scotland,Hibernian,Scottish Premiership
200553,Korea Republic,Pohang Steelers,Korean K League Classic
200727,Spain,C.D. Castellón,Spanish Segunda División
200898,Scotland,Bolton Wanderers,English League Two
200955,Turkey,Fatih Karagümrük S.K.,Turkish Süper Lig
200980,Scotland,Burton Albion,English League One
201019,France,Valenciennes FC,French Ligue 2
201068,Germany,Bayern München II,German 3. Bundesliga
201078,Scotland,St. Johnstone FC,Scottish Premiership
201283,Ecuador,Independiente del Valle,Ecuadorian Serie A
201815,Germany,FC Hansa Rostock,German 3. Bundesliga
201873,United States,Philadelphia Union,USA Major League Soccer
201924,Morocco,Rayo Vallecano,Spanish Segunda División
201925,Germany,1. FC Kaiserslautern,German 3. Bundesliga
202207,Bulgaria,,
202465,Republic of Ireland,Salford City,English League Two
202502,Korea Republic,Busan IPark,Korean K League Classic
202570,United States,FC Dallas,USA Major League Soccer
202662,Germany,Viktoria Köln,German 3. Bundesliga
202866,Uruguay,Colorado Rapids,USA Major League Soccer
202966,Korea Republic,Jeonbuk Hyundai Motors,Korean K League Classic
203034,England,Cardiff City,English League Championship
203092,Australia,Newcastle Jets,Australian Hyundai A-League
203236,Brazil,Club Blooming,Liga de Fútbol Profesional Boliviano
203292,England,Blackpool,English League One
203328,England,Northampton Town,English League One
203447,Netherlands,Servette FC,Swiss Super League
203454,Germany,FSV Zwickau,German 3. Bundesliga
203528,Guinea,Rayo Vallecano,Spanish Segunda División
203754,Germany,1. FC Saarbrücken,German 3. Bundesliga
203815,France,FC Metz,French Ligue 1
203877,Netherlands,Stabæk Fotball,Norwegian Eliteserien
203902,Uruguay,Melbourne City FC,Australian Hyundai A-League
204095,England,Gillingham,English League One
204210,Romania,Academica Clinceni,Romanian Liga I
204211,Romania,Universitatea Craiova,Romanian Liga I
204489,Netherlands,FC Hermannstadt,Romanian Liga I
204492,Germany,FC Hansa Rostock,German 3. Bundesliga
204541,Peru,Sport Huancayo,Peruvian Primera División
204644,Sweden,Östersunds FK,Swedish Allsvenskan
204892,Austria,SKN St. Pölten,Austrian Football Bundesliga
204920,Poland,Wisła Płock,Polish T-Mobile Ekstraklasa
204946,Japan,Yokohama F. Marinos,Japanese J. League Division 1
205072,Denmark,SK Brann,Norwegian Eliteserien
205451,Germany,SV Wehen Wiesbaden,German 3. Bundesliga
205455,Germany,Viktoria Köln,German 3. Bundesliga
205465,Austria,TSV 1860 München,German 3. Bundesliga
205533,Denmark,Odense Boldklub,Danish Superliga
205535,Denmark,Odense Boldklub,Danish Superliga
205609,Kenya,KSV Cercle Brugge,Belgian Jupiler Pro League
205701,Bulgaria,,
205862,France,USL Dunkerque,French Ligue 2
206584,Norway,SK Brann,Norwegian Eliteserien
206631,United States,New England Revolution,USA Major League Soccer
207496,Argentina,CD Huachipato,Chilian Campeonato Nacional
207558,Sweden,Örebro SK,Swedish Allsvenskan
207619,Guyana,Philadelphia Union,USA Major League Soccer
207659,Austria,SKN St. Pölten,Austrian Football Bundesliga
208115,North Macedonia,Lecce,Italian Serie B
208122,Sweden,Mjällby AIF,Swedish Allsvenskan
208229,Saudi Arabia,Al Hilal,Saudi Abdul L. Jameel League
208549,Australia,Vancouver Whitecaps FC,USA Major League Soccer
208637,Germany,SV Wehen Wiesbaden,German 3. Bundesliga
208965,Saudi Arabia,Al Taawoun,Saudi Abdul L. Jameel League
208983,Germany,SSV Jahn Regensburg,German 2. Bundesliga
208984,Germany,SpVgg Unterhaching,German 3. Bundesliga
209177,Saudi Arabia,Al Fateh,Saudi Abdul L. Jameel League
209334,Switzerland,FC Luzern,Swiss Super League
209567,Saudi Arabia,Al Taawoun,Saudi Abdul L. Jameel League
210000,Poland,Lechia Gdańsk,Polish T-Mobile Ekstraklasa
210275,Austria,TSV Hartberg,Austrian Football Bundesliga
210304,Germany,1. FC Kaiserslautern,German 3. Bundesliga
210488,Netherlands,KFC Uerdingen 05,German 3. Bundesliga
210941,Korea Republic,Sangju Sangmu FC,Korean K League Classic
211002,Korea Republic,Shimizu S-Pulse,Japanese J. League Division 1
211006,Saudi Arabia,Al Wehda,Saudi Abdul L. Jameel League
211340,Bolivia,,
211453,Egypt,,
211516,Spain,UD Logroñés,Spanish Segunda División
211707,Scotland,Hibernian,Scottish Premiership
211881,Germany,TSV 1860 München,German 3. Bundesliga
211888,Germany,TSV 1860 München,German 3. Bundesliga
211893,Germany,SpVgg Unterhaching,German 3. Bundesliga
211988,United States,Inter Miami,USA Major League Soccer
212075,Australia,Perth Glory,Australian Hyundai A-League
212338,France,En Avant de Guingamp,French Ligue 2
212377,Mexico,Mazatlán FC,Mexican Liga MX
212431,Korea Republic,FC Seoul,Korean K League Classic
212950,France,FC Chambly Oise,French Ligue 2
212971,Saudi Arabia,Al Ahli,Saudi Abdul L. Jameel League
213171,Korea Republic,Gangwon FC,Korean K League Classic
213172,Korea Republic,GwangJu FC,Korean K League Classic
213207,Spain,FC Cartagena,Spanish Segunda División
213322,France,FC Chambly Oise,French Ligue 2
213377,Saudi Arabia,Ettifaq FC,Saudi Abdul L. Jameel League
213428,United States,Colorado Rapids,USA Major League Soccer
213618,Chile,Coquimbo Unido,Chilian Campeonato Nacional
214013,Colombia,América de Cali,Colombian Liga Postobón
214217,Chile,Coquimbo Unido,Chilian Campeonato Nacional
214368,Colombia,Deportivo Cali,Colombian Liga Postobón
215028,Argentina,Argentinos Juniors,Argentina Primera División
215401,Switzerland,Valenciennes FC,French Ligue 2
215540,Faroe Islands,SK Brann,Norwegian Eliteserien
215615,Spain,UD Las Palmas,Spanish Segunda División
215693,Denmark,Lyngby BK,Danish Superliga
216015,Argentina,Club Atlético Tigre,Argentinian Primera B Nacional
216134,Denmark,Aalborg BK,Danish Superliga
216273,Finland,,
217138,Cape Verde,Politehnica Iaşi,Romanian Liga I
217193,Cuba,Montreal Impact,USA Major League Soccer
217653,Japan,Sagan Tosu,Japanese J. League Division 1
218737,Brazil,Gaz Metan Mediaş,Romanian Liga I
218976,Ecuador,LDU Quito,Ecuadorian Serie A
219448,Germany,FC Ingolstadt 04,German 3. Bundesliga
219471,Senegal,FC Sochaux-Montbéliard,French Ligue 2
219759,Italy,Crotone,Italian Serie A
219806,Nigeria,Columbus Crew SC,USA Major League Soccer
220544,Bolivia,Jorge Wilstermann,Liga de Fútbol Profesional Boliviano
220700,Uganda,Chicago Fire,USA Major League Soccer
220982,Sweden,Helsingborgs IF,Swedish Allsvenskan
221459,Paraguay,Nacional Asunción,Paraguayan Primera División
221665,Sweden,AIK,Swedish Allsvenskan
221836,Korea Republic,Suwon Samsung Bluewings,Korean K League Classic
221846,China PR,Shandong Luneng TaiShan FC,Chinese Super League
222233,China PR,Jiangsu Suning FC,Chinese Super League
222299,China PR,Beijing Sinobo Guoan FC,Chinese Super League
222519,Norway,FK Haugesund,Norwegian Eliteserien
223004,England,Ipswich Town,English League One
223067,Argentina,Club Atlético Aldosivi,Argentina Primera División
223102,Argentina,Nacional Asunción,Paraguayan Primera División
223135,Turkey,Yeni Malatyaspor,Turkish Süper Lig
223429,Austria,SKN St. Pölten,Austrian Football Bundesliga
223694,Denmark,Randers FC,Danish Superliga
224327,Cameroon,Waasland-Beveren,Belgian Jupiler Pro League
224475,China PR,Wuhan Zall,Chinese Super League
224611,China PR,Shanghai SIPG FC,Chinese Super League
224845,Paraguay,Olimpia Asunción,Paraguayan Primera División
224983,Peru,Melgar FBC,Peruvian Primera División
225013,Bosnia Herzegovina,FC Lugano,Swiss Super League
225708,Bolivia,,
225731,Senegal,Kristiansund BK,Norwegian Eliteserien
225879,Paraguay,Nacional Asunción,Paraguayan Primera División
225924,Argentina,Argentinos Juniors,Argentina Primera División
225983,South Africa,Orlando Pirates,South African Premier Division
226570,Uruguay,Liverpool Fútbol Club,Uruguayan Primera División
226714,England,Motherwell,Scottish Premiership
227798,Uruguay,River Plate Montevideo,Uruguayan Primera División
227810,Norway,Mjøndalen IF,Norwegian Eliteserien
228216,Jamaica,DC United,USA Major League Soccer
228911,France,Pau FC,French Ligue 2
229161,Bolivia,Jorge Wilstermann,Liga de Fútbol Profesional Boliviano
229355,Japan,Nagoya Grampus,Japanese J. League Division 1
229569,Argentina,SD Aucas,Ecuadorian Serie A
229856,Chile,Colo-Colo,Chilian Campeonato Nacional
230157,Slovakia,Fatih Karagümrük S.K.,Turkish Süper Lig
230214,Brazil,Santos,Campeonato Brasileiro Série A
230264,Brazil,Goiás,Campeonato Brasileiro Série A
230338,Brazil,São Paulo,Campeonato Brasileiro Série A
230418,Brazil,Oceânico FC,Campeonato Brasileiro Série A
230455,Brazil,Vasco da Gama,Campeonato Brasileiro Série A
230458,Brazil,Fortaleza,Campeonato Brasileiro Série A
230504,Brazil,Oceânico FC,Campeonato Brasileiro Série A
230509,Brazil,Fortaleza,Campeonato Brasileiro Série A
230511,Brazil,Goiás,Campeonato Brasileiro Série A
232166,Germany,Chicago Fire,USA Major League Soccer
232291,Sweden,AIK,Swedish Allsvenskan
232372,Japan,Shonan Bellmare,Japanese J. League Division 1
232375,Japan,Shonan Bellmare,Japanese J. League Division 1
232447,Japan,Yokohama FC,Japanese J. League Division 1
232505,Japan,Sanfrecce Hiroshima,Japanese J. League Division 1
232576,Japan,Oita Trinita,Japanese J. League Division 1
232614,Japan,Yokohama FC,Japanese J. League Division 1
232748,Japan,Shimizu S-Pulse,Japanese J. League Division 1
232790,Japan,Vissel Kobe,Japanese J. League Division 1
232909,Japan,Kashiwa Reysol,Japanese J. League Division 1
232918,Japan,Yokohama F. Marinos,Japanese J. League Division 1
233043,Colombia,Nacional Potosí,Liga de Fútbol Profesional Boliviano
233182,Japan,Oita Trinita,Japanese J. League Division 1
233254,Japan,Vegalta Sendai,Japanese J. League Division 1
233987,Brazil,Oceânico FC,Campeonato Brasileiro Série A
234276,Korea Republic,Sangju Sangmu FC,Korean K League Classic
234283,Germany,1. FC Kaiserslautern,German 3. Bundesliga
234293,Japan,HJK Helsinki,Finnish Veikkausliiga
234372,Bolivia,Club Bolívar,Liga de Fútbol Profesional Boliviano
234413,Germany,SpVgg Unterhaching,German 3. Bundesliga
234829,Uruguay,Barcelona Sporting Club,Ecuadorian Serie A
234853,Brazil,Clube Sport Marítimo,Portuguese Liga ZON SAGRES
234963,Uruguay,River Plate Montevideo,Uruguayan Primera División
235236,Tunisia,Odense Boldklub,Danish Superliga
235401,Serbia,Crotone,Italian Serie A
236047,Finland,Örebro SK,Swedish Allsvenskan
236166,Brazil,Botafogo,Campeonato Brasileiro Série A
236174,Brazil,Bahia,Campeonato Brasileiro Série A
236198,Brazil,Oceânico FC,Campeonato Brasileiro Série A
236503,Romania,Sepsi OSK,Romanian Liga I
237350,Sweden,IK Sirius,Swedish Allsvenskan
237443,Japan,Shimizu S-Pulse,Japanese J. League Division 1
237494,Bosnia Herzegovina,FC Erzgebirge Aue,German 2. Bundesliga
237762,Japan,Shimizu S-Pulse,Japanese J. League Division 1
238014,Netherlands,Fortuna Sittard,Holland Eredivisie
238034,Bosnia Herzegovina,Suwon Samsung Bluewings,Korean K League Classic
238203,Finland,,
238599,Germany,VfL Osnabrück,German 2. Bundesliga
238666,Germany,SSV Jahn Regensburg,German 2. Bundesliga
238693,Germany,VfB Lübeck,German 3. Bundesliga
238925,Germany,1. FC Magdeburg,German 3. Bundesliga
238977,Germany,1. FC Magdeburg,German 3. Bundesliga
239637,Madagascar,Al Adalah,Saudi Abdul L. Jameel League
240067,France,Clermont Foot 63,French Ligue 2
240133,France,USL Dunkerque,French Ligue 2
241500,Ecuador,Independiente del Valle,Ecuadorian Serie A
243523,Japan,Gamba Osaka,Japanese J. League Division 1
243683,Ivory Coast,Universitatea Craiova,Romanian Liga I
244500,Austria,WSG Tirol,Austrian Football Bundesliga
244703,Turkey,BB Erzurumspor,Turkish Süper Lig
244801,Japan,Nagoya Grampus,Japanese J. League Division 1
244869,Argentina,Patronato,Argentina Primera División
246324,Japan,Vegalta Sendai,Japanese J. League Division 1
246393,Norway,Viking FK,Norwegian Eliteserien
246691,Japan,Sanfrecce Hiroshima,Japanese J. League Division 1
247094,Argentina,Always Ready,Liga de Fútbol Profesional Boliviano
247378,Japan,Oita Trinita,Japanese J. League Division 1
247414,Brazil,Yokohama FC,Japanese J. League Division 1
247967,Romania,Politehnica Iaşi,Romanian Liga I
248056,Romania,FCSB (Steaua),Romanian Liga I
248768,France,Rodez Aveyron Football,French Ligue 2
248778,France,Rodez Aveyron Football,French Ligue 2
248780,France,Rodez Aveyron Football,French Ligue 2
248833,Brazil,FC Paços de Ferreira,Portuguese Liga ZON SAGRES
248868,Paraguay,Olimpia Asunción,Paraguayan Primera División
251087,Czech Republic,Raków Częstochowa,Polish T-Mobile Ekstraklasa
251635,Romania,FC Botoşani,Romanian Liga I
251638,Romania,Sepsi OSK,Romanian Liga I
251682,Brazil,FC Hermannstadt,Romanian Liga I
251923,Venezuela,AC Mineros de Guayana,Venezuelan Primera División
252368,Bosnia Herzegovina,Atiker Konyaspor,Turkish Süper Lig
253077,Hungary,,
253353,Colombia,Universidad Católica del Ecuador,Ecuadorian Serie A
253527,Peru,Sport Huancayo,Peruvian Primera División
253593,Peru,Sport Huancayo,Peruvian Primera División
253614,Peru,Sport Huancayo,Peruvian Primera División
253640,Bolivia,Jorge Wilstermann,Liga de Fútbol Profesional Boliviano
253812,Venezuela,Caracas FC,Venezuelan Primera División
253858,Venezuela,Aragua FC,Venezuelan Primera División
253863,Ecuador,Delfín SC,Ecuadorian Serie A
253895,Venezuela,Caracas FC,Venezuelan Primera División
253906,Honduras,Centro Atlético Fénix,Uruguayan Primera División
254054,Ecuador,LDU Quito,Ecuadorian Serie A
254166,Venezuela,SD Aucas,Ecuadorian Serie A
254427,Bolivia,Nacional Potosí,Liga de Fútbol Profesional Boliviano
254875,Japan,Oita Trinita,Japanese J. League Division 1
255169,Paraguay,Olimpia Asunción,Paraguayan Primera División
255225,Japan,Kashiwa Reysol,Japanese J. League Division 1
255285,Romania,FC Botoşani,Romanian Liga I
256695,Serbia,FC Lausanne-Sport,Swiss Super League
256730,France,USL Dunkerque,French Ligue 2
251873,Austria,SK Rapid Wien,Austrian Football Bundesliga
242434,England,Liverpool,English Premier League
242841,England,UD Almería,Spanish Segunda División
252238,Argentina,Independiente,Argentina Primera División
255009,Netherlands,Ajax,Holland Eredivisie
252463,Netherlands,AZ Alkmaar,Holland Eredivisie
253177,England,Valencia CF,Spain Primera Division
241632,Argentina,Racing Club,Argentina Primera División
250959,Germany,Bayern München II,German 3. Bundesliga
255570,United States,SC Heerenveen,Holland Eredivisie
257349,Italy,Cagliari,Italian Serie A
239892,Turkey,Galatasaray SK,Turkish Süper Lig
240123,Germany,SV Meppen,German 3. Bundesliga
242755,Germany,Willem II,Holland Eredivisie
246190,Russia,Spartak Moscow,Russian Premier League
246335,Argentina,Club Atlético Talleres,Argentina Primera División
246548,Norway,Vålerenga Fotball,Norwegian Eliteserien
247122,Ukraine,Shakhtar Donetsk,Ukrainian Premier League
247509,United States,FC Dallas,USA Major League Soccer
252438,Ghana,Fortuna Düsseldorf,German 2. Bundesliga
252495,Poland,Lech Poznań,Polish T-Mobile Ekstraklasa
253905,Venezuela,Aragua FC,Venezuelan Primera División
255839,France,Toulouse Football Club,French Ligue 2
256890,Germany,FC Schalke 04,German 1. Bundesliga
240796,Argentina,Boca Juniors,Argentina Primera División
241159,England,Swansea City,English League Championship
242405,Burkina Faso,Vitória Guimarães,Portuguese Liga ZON SAGRES
242948,Czech Republic,Swindon Town,English League One
243481,Norway,Molde FK,Norwegian Eliteserien
245537,Norway,Rosenborg BK,Norwegian Eliteserien
245870,France,La Berrichonne de Châteauroux,French Ligue 2
252837,Spain,RCD Espanyol,Spanish Segunda División
253100,Mexico,Tigres U.A.N.L.,Mexican Liga MX
253416,Spain,Real Betis,Spain Primera Division
255529,Mali,Stade de Reims,French Ligue 1
238511,France,FC Nantes,French Ligue 1
241590,Germany,SV Darmstadt 98,German 2. Bundesliga
241810,Spain,UD Almería,Spanish Segunda División
241872,Argentina,Independiente,Argentina Primera División
242612,Zambia,Djurgårdens IF,Swedish Allsvenskan
242749,England,Blackburn Rovers,English League Championship
243275,Germany,SV Darmstadt 98,German 2. Bundesliga
243357,Cameroon,Hannover 96,German 2. Bundesliga
244560,Mexico,U.N.A.M.,Mexican Liga MX
244694,Senegal,FC Metz,French Ligue 1
245290,Spain,Villarreal CF,Spain Primera Division
245331,Spain,Valencia CF,Spain Primera Division
246169,Spain,Real Sociedad,Spain Primera Division
246431,Italy,Cagliari,Italian Serie A
247869,Russia,Spartak Moscow,Russian Premier League
251071,Romania,FCSB (Steaua),Romanian Liga I
251545,North Macedonia,VfB Stuttgart,German 1. Bundesliga
252017,Austria,OGC Nice,French Ligue 1
252040,Portugal,Farense,Portuguese Liga ZON SAGRES
252235,Russia,Lokomotiv Moscow,Russian Premier League
253002,Italy,Sassuolo,Italian Serie A
255111,Mexico,Club Atlas,Mexican Liga MX
255140,Spain,Valencia CF,Spain Primera Division
256104,United States,FC Dallas,USA Major League Soccer
256530,Chile,Universidad Católica,Chilian Campeonato Nacional
257188,Brazil,Al Ain FC,UAE Arabian Gulf League
257204,Ivory Coast,Olympique Lyonnais,French Ligue 1
257279,Spain,Villarreal CF,Spain Primera Division
258238,Turkey,Galatasaray SK,Turkish Süper Lig
258937,Spain,CA Osasuna,Spain Primera Division
233051,England,Dundee United,Scottish Premiership
234066,Norway,Strømsgodset IF,Norwegian Eliteserien
234317,Luxembourg,CD Nacional,Portuguese Liga ZON SAGRES
238379,Denmark,SV Sandhausen,German 2. Bundesliga
239267,Angola,FC Basel 1893,Swiss Super League
240859,Spain,CD Mirandés,Spanish Segunda División
240906,Netherlands,Lazio,Italian Serie A
241076,Germany,Swansea City,English League Championship
241150,Germany,SV Werder Bremen,German 1. Bundesliga
242744,Nigeria,FC St. Pauli,German 2. Bundesliga
243573,Switzerland,Olympique Lyonnais,French Ligue 1
243612,England,Wolverhampton Wanderers,English Premier League
244919,Spain,Rayo Vallecano,Spanish Segunda División
245639,Italy,Lazio,Italian Serie A
246039,Spain,Real Oviedo,Spanish Segunda División
246471,Argentina,River Plate,Argentina Primera División
246606,Spain,Rayo Vallecano,Spanish Segunda División
247623,England,Watford,English League Championship
248765,Germany,Feyenoord,Holland Eredivisie
251479,Belgium,Club Brugge KV,Belgian Jupiler Pro League
251534,Brazil,Os Belenenses,Portuguese Liga ZON SAGRES
251894,Angola,Boavista FC,Portuguese Liga ZON SAGRES
253179,Egypt,Al Ain FC,UAE Arabian Gulf League
254566,Austria,FK Austria Wien,Austrian Football Bundesliga
254585,Argentina,San Lorenzo de Almagro,Argentina Primera División
255462,Argentina,Racing Club,Argentina Primera División
255594,Japan,Yokohama FC,Japanese J. League Division 1
256460,Germany,1. FC Union Berlin,German 1. Bundesliga
256516,Spain,Athletic Club de Bilbao,Spain Primera Division
256830,Ecuador,SV Werder Bremen,German 1. Bundesliga
257406,Mali,Stade de Reims,French Ligue 1
229535,Chile,Audax Italiano,Chilian Campeonato Nacional
231650,Switzerland,FC Sion,Swiss Super League
232519,Scotland,Rangers FC,Scottish Premiership
237522,Spain,Villarreal CF,Spain Primera Division
237658,Uruguay,Girona FC,Spanish Segunda División
238186,Poland,Paris Saint-Germain,French Ligue 1
240513,Scotland,Peterborough United,English League One
240570,France,Stade de Reims,French Ligue 1
240947,England,Crystal Palace,English Premier League
241859,Germany,Bayern München II,German 3. Bundesliga
242332,United States,Sporting Kansas City,USA Major League Soccer
242562,Switzerland,FC Basel 1893,Swiss Super League
242643,Canada,Toronto FC,USA Major League Soccer
243041,Germany,Hallescher FC,German 3. Bundesliga
243378,Germany,Hamburger SV,German 2. Bundesliga
243430,Spain,Getafe CF,Spain Primera Division
243652,Spain,Atlético Madrid,Spain Primera Division
243655,Turkey,Antalyaspor,Turkish Süper Lig
244921,Spain,Rayo Vallecano,Spanish Segunda División
245849,Denmark,Aalborg BK,Danish Superliga
246048,Colombia,Inter Miami,USA Major League Soccer
246564,Romania,Dinamo Bucureşti,Romanian Liga I
246599,Spain,C.D. Castellón,Spanish Segunda División
246685,England,Leeds United,English Premier League
251076,Romania,FCSB (Steaua),Romanian Liga I
252045,Mali,Famalicão,Portuguese Liga ZON SAGRES
252325,Spain,Deportivo Alavés,Spain Primera Division
252483,England,Charlton Athletic,English League One
252706,Argentina,River Plate,Argentina Primera División
253122,Mali,SK Sturm Graz,Austrian Football Bundesliga
254228,Argentina,Central Córdoba,Argentina Primera División
254579,France,Stade Rennais FC,French Ligue 1
255189,Brazil,SK Slavia Praha,Czech Republic Gambrinus Liga
255223,France,Toulouse Football Club,French Ligue 2
255445,Norway,SK Brann,Norwegian Eliteserien
255464,Norway,Aalesunds FK,Norwegian Eliteserien
255886,Argentina,Unión de Santa Fe,Argentina Primera División
257858,Uzbekistan,Spartak Moscow,Russian Premier League
258770,Spain,Málaga CF,Spanish Segunda División
225779,England,Coventry City,English League Championship
230070,England,Blackburn Rovers,English League Championship
231695,Spain,Deportivo Alavés,Spain Primera Division
234207,Norway,Molde FK,Norwegian Eliteserien
234522,Denmark,IF Elfsborg,Swedish Allsvenskan
235018,Germany,VfL Osnabrück,German 2. Bundesliga
236914,Spain,FC Cartagena,Spanish Segunda División
237498,Mexico,Pachuca,Mexican Liga MX
238091,Norway,Vålerenga Fotball,Norwegian Eliteserien
238271,Germany,Hertha BSC,German 1. Bundesliga
239189,Croatia,Fortuna Düsseldorf,German 2. Bundesliga
239617,Mexico,Santos Laguna,Mexican Liga MX
240319,Germany,SpVgg Greuther Fürth,German 2. Bundesliga
240728,Cameroon,Strømsgodset IF,Norwegian Eliteserien
240752,DR Congo,FC Girondins de Bordeaux,French Ligue 1
240925,Canada,,
242004,Korea Republic,Sangju Sangmu FC,Korean K League Classic
243155,Spain,SD Ponferradina,Spanish Segunda División
244403,France,Toulouse Football Club,French Ligue 2
244558,Mexico,Club Necaxa,Mexican Liga MX
244708,Germany,1. FC Nürnberg,German 2. Bundesliga
246329,France,AC Ajaccio,French Ligue 2
246450,France,Valenciennes FC,French Ligue 2
246688,Saudi Arabia,Al Ittihad,Saudi Abdul L. Jameel League
247249,Netherlands,PSV,Holland Eredivisie
251842,Romania,Sepsi OSK,Romanian Liga I
251868,Spain,Real Sporting de Gijón,Spanish Segunda División
252186,France,Waasland-Beveren,Belgian Jupiler Pro League
253181,Nigeria,FC Zürich,Swiss Super League
253376,Netherlands,FC Utrecht,Holland Eredivisie
253399,Norway,Stabæk Fotball,Norwegian Eliteserien
255370,Argentina,Vélez Sarsfield,Argentina Primera División
256459,Norway,IK Start,Norwegian Eliteserien
223967,Switzerland,FC St. Gallen,Swiss Super League
227621,Turkey,Gençlerbirliği SK,Turkish Süper Lig
228789,Spain,Brighton & Hove Albion,English Premier League
229194,France,AJ Auxerre,French Ligue 2
233047,England,Manchester City,English Premier League
235028,Scotland,Reading,English League Championship
237254,Togo,Nîmes Olympique,French Ligue 1
237683,England,West Ham United,English Premier League
239023,England,Rotherham United,English League Championship
240694,France,FC Nantes,French Ligue 1
241523,Finland,Brentford,English League Championship
241585,Brazil,Fiorentina,Italian Serie A
241628,Italy,Sassuolo,Italian Serie A
242253,United States,Minnesota United FC,USA Major League Soccer
244513,Ghana,FC Nordsjælland,Danish Superliga
244661,Brazil,KSV Cercle Brugge,Belgian Jupiler Pro League
244852,Korea Republic,Vitória Guimarães,Portuguese Liga ZON SAGRES
245336,England,Wolverhampton Wanderers,English Premier League
246796,Japan,Shimizu S-Pulse,Japanese J. League Division 1
247264,Japan,Cerezo Osaka,Japanese J. League Division 1
251079,Poland,Raków Częstochowa,Polish T-Mobile Ekstraklasa
252277,Korea Republic,Suwon Samsung Bluewings,Korean K League Classic
254263,Spain,Valencia CF,Spain Primera Division
254788,Spain,Rayo Vallecano,Spanish Segunda División
257333,Spain,CD Leganés,Spanish Segunda División
257398,Belgium,Waasland-Beveren,Belgian Jupiler Pro League
257411,France,Montpellier HSC,French Ligue 1
258465,Slovenia,WSG Tirol,Austrian Football Bundesliga
258768,Spain,RCD Mallorca,Spanish Segunda División
231540,England,Blackburn Rovers,English League Championship
231926,Republic of Ireland,Rotherham United,English League Championship
232101,Mexico,Club Atlas,Mexican Liga MX
233092,Argentina,Famalicão,Portuguese Liga ZON SAGRES
233602,England,Rotherham United,English League Championship
235689,Italy,Torino,Italian Serie A
236846,Cape Verde,AS Nancy Lorraine,French Ligue 2
237860,Scotland,St. Mirren,Scottish Premiership
239454,Mexico,U.N.A.M.,Mexican Liga MX
239997,Spain,Genoa,Italian Serie A
240451,Germany,SSV Jahn Regensburg,German 2. Bundesliga
240660,France,Sampdoria,Italian Serie A
240697,Grenada,Brentford,English League Championship
240773,Wales,Luton Town,English League Championship
241587,Saudi Arabia,Al Raed,Saudi Abdul L. Jameel League
243254,Sweden,Östersunds FK,Swedish Allsvenskan
245039,China PR,Shandong Luneng TaiShan FC,Chinese Super League
245249,Argentina,Universidad Católica del Ecuador,Ecuadorian Serie A
245390,France,Amiens SC,French Ligue 2
245527,Argentina,Estudiantes de La Plata,Argentina Primera División
245809,France,FC Sochaux-Montbéliard,French Ligue 2
246457,Belgium,RKC Waalwijk,Holland Eredivisie
246816,France,OGC Nice,French Ligue 1
246937,Korea Republic,GwangJu FC,Korean K League Classic
