sofifa_id,nationality,club_name,league_name
253108,Austria,FC Admira Wacker Mödling,Austrian Football Bundesliga
253491,Austria,SK Rapid Wien,Austrian Football Bundesliga
254136,New Zealand,,
254375,Bolivia,Oriente Petrolero,Liga de Fútbol Profesional Boliviano
255528,Brazil,Olympique Lyonnais,French Ligue 1
255561,Scotland,Hibernian,Scottish Premiership
256097,Spain,Deportivo Alavés,Spain Primera Division
256119,Italy,Chievo Verona,Italian Serie B
256325,Croatia,Dinamo Zagreb,Croatian Prva HNL
256486,Belgium,RSC Anderlecht,Belgian Jupiler Pro League
256769,France,Stade Rennais FC,French Ligue 1
257611,Belgium,FC Emmen,Holland Eredivisie
258897,Turkey,Bayer 04 Leverkusen,German 1. Bundesliga
233814,Colombia,Club Guaraní,Paraguayan Primera División
234472,Denmark,Brentford,English League Championship
235991,Argentina,Club Atlético Huracán,Argentina Primera División
236604,Colombia,Junior FC,Colombian Liga Postobón
237328,England,Southampton,English Premier League
238060,England,West Ham United,English Premier League
238508,Norway,FK Haugesund,Norwegian Eliteserien
239317,England,Lincoln City,English League One
240772,Republic of Ireland,Derry City,Rep. Ireland Airtricity League
240904,Spain,Sevilla FC,Spain Primera Division
240946,England,Östersunds FK,Swedish Allsvenskan
240951,Portugal,Gil Vicente FC,Portuguese Liga ZON SAGRES
241543,Republic of Ireland,Bohemian FC,Rep. Ireland Airtricity League
242652,United States,New York Red Bulls,USA Major League Soccer
243633,Poland,Lechia Gdańsk,Polish T-Mobile Ekstraklasa
245453,France,Valenciennes FC,French Ligue 2
246230,France,En Avant de Guingamp,French Ligue 2
246603,Portugal,Montpellier HSC,French Ligue 1
251377,Uruguay,FC St. Pauli,German 2. Bundesliga
251629,Netherlands,FC Utrecht,Holland Eredivisie
251848,Romania,Dinamo Bucureşti,Romanian Liga I
252560,Serbia,Sivasspor,Turkish Süper Lig
252785,Argentina,Godoy Cruz,Argentina Primera División
253252,Paraguay,Club Guaraní,Paraguayan Primera División
253490,Cameroon,Chamois Niortais Football Club,French Ligue 2
253732,Venezuela,Estudiantes de Mérida,Venezuelan Primera División
254472,France,Valenciennes FC,French Ligue 2
255406,Spain,AD Alcorcón,Spanish Segunda División
256801,France,Olympique de Marseille,French Ligue 1
256912,Argentina,Estudiantes de La Plata,Argentina Primera División
257719,Bolivia,SPAL,Italian Serie B
257781,Italy,Atalanta,Italian Serie A
258321,Spain,C.D. Castellón,Spanish Segunda División
230942,England,Coventry City,English League Championship
234614,England,ESTAC Troyes,French Ligue 2
237026,Germany,VfL Wolfsburg,German 1. Bundesliga
237509,France,FC Sochaux-Montbéliard,French Ligue 2
239401,Germany,1. FC Nürnberg,German 2. Bundesliga
240000,Germany,Vitória Guimarães,Portuguese Liga ZON SAGRES
240285,Norway,Brøndby IF,Danish Superliga
240388,Sweden,Östersunds FK,Swedish Allsvenskan
240499,Norway,IK Start,Norwegian Eliteserien
242071,Spain,CD Tenerife,Spanish Segunda División
243034,Spain,RC Celta,Spain Primera Division
243322,Korea Republic,Daegu FC,Korean K League Classic
244048,Dominican Republic,FC St. Pauli,German 2. Bundesliga
244765,England,Bristol Rovers,English League One
245347,Germany,SpVgg Greuther Fürth,German 2. Bundesliga
245369,Turkey,Beşiktaş JK,Turkish Süper Lig
245863,France,Amiens SC,French Ligue 2
246852,Japan,Kashima Antlers,Japanese J. League Division 1
247123,Germany,1. FC Kaiserslautern,German 3. Bundesliga
247426,United States,San Jose Earthquakes,USA Major League Soccer
248114,Romania,FC Viitorul,Romanian Liga I
248575,Germany,Karlsruher SC,German 2. Bundesliga
248823,Italy,SV Werder Bremen,German 1. Bundesliga
251048,Romania,Dinamo Bucureşti,Romanian Liga I
253211,Argentina,Málaga CF,Spanish Segunda División
254374,Peru,Cusco FC,Peruvian Primera División
255236,Netherlands,AZ Alkmaar,Holland Eredivisie
255307,Argentina,Independiente,Argentina Primera División
255398,Spain,Real Sociedad,Spain Primera Division
255557,Latvia,Lechia Gdańsk,Polish T-Mobile Ekstraklasa
256143,Argentina,Club Atlético Tigre,Argentinian Primera B Nacional
257675,Poland,Stal Mielec,Polish T-Mobile Ekstraklasa
257707,Mexico,Guadalajara,Mexican Liga MX
257866,Argentina,San Lorenzo de Almagro,Argentina Primera División
258160,Spain,UD Logroñés,Spanish Segunda División
258750,Spain,SD Ponferradina,Spanish Segunda División
258843,France,Paris FC,French Ligue 2
258894,Germany,VfL Wolfsburg,German 1. Bundesliga
224257,Poland,Śląsk Wrocław,Polish T-Mobile Ekstraklasa
227913,Spain,CD Lugo,Spanish Segunda División
228637,Wales,Bristol Rovers,English League One
230847,Republic of Ireland,Lincoln City,English League One
233466,Norway,SK Brann,Norwegian Eliteserien
233793,Wales,Lincoln City,English League One
233804,England,Bristol City,English League Championship
236661,Germany,Hertha BSC,German 1. Bundesliga
237378,Romania,Dijon FCO,French Ligue 1
238409,United States,Shrewsbury,English League One
240322,England,Bolton Wanderers,English League Two
240385,Italy,Crotone,Italian Serie A
240506,Ghana,Östersunds FK,Swedish Allsvenskan
240725,France,RC Strasbourg Alsace,French Ligue 1
241051,Turkey,Trabzonspor,Turkish Süper Lig
241995,Germany,1. FC Union Berlin,German 1. Bundesliga
242774,Japan,Kashima Antlers,Japanese J. League Division 1
244076,Germany,Eintracht Braunschweig,German 2. Bundesliga
244201,Wales,Plymouth Argyle,English League One
244330,Brazil,Sint-Truidense VV,Belgian Jupiler Pro League
244488,France,Paris FC,French Ligue 2
244539,Belgium,Sint-Truidense VV,Belgian Jupiler Pro League
244810,Austria,LASK Linz,Austrian Football Bundesliga
245174,Scotland,Aberdeen,Scottish Premiership
245481,Saudi Arabia,Al Ahli,Saudi Abdul L. Jameel League
245499,Saudi Arabia,Al Ahli,Saudi Abdul L. Jameel League
246175,Germany,VfL Osnabrück,German 2. Bundesliga
246451,France,AS Nancy Lorraine,French Ligue 2
246611,Argentina,Club Atlético Aldosivi,Argentina Primera División
246680,Scotland,Hibernian,Scottish Premiership
246928,Spain,CD Mirandés,Spanish Segunda División
247741,England,Burnley,English Premier League
248602,England,Hull City,English League One
248821,France,FC Chambly Oise,French Ligue 2
250913,Belgium,Beerschot AC,Belgian Jupiler Pro League
251179,Germany,SpVgg Unterhaching,German 3. Bundesliga
251632,Germany,Hannover 96,German 2. Bundesliga
251942,Portugal,Rio Ave FC,Portuguese Liga ZON SAGRES
253617,Bolivia,Jorge Wilstermann,Liga de Fútbol Profesional Boliviano
255386,Argentina,Defensa y Justicia,Argentina Primera División
255461,Spain,AD Alcorcón,Spanish Segunda División
255887,United States,Portland Timbers,USA Major League Soccer
255977,Spain,RCD Espanyol,Spanish Segunda División
256118,Germany,SC Freiburg,German 1. Bundesliga
256854,France,Stade Rennais FC,French Ligue 1
258161,Spain,CF Fuenlabrada,Spanish Segunda División
258168,Netherlands,FC Twente,Holland Eredivisie
258699,Albania,Antalyaspor,Turkish Süper Lig
258815,Italy,Empoli,Italian Serie B
224225,England,Morecambe,English League Two
224322,Norway,Vålerenga Fotball,Norwegian Eliteserien
229783,Hungary,Peterborough United,English League One
230893,Wales,Wigan Athletic,English League One
231028,Montenegro,Shrewsbury,English League One
232181,Poland,Wisła Płock,Polish T-Mobile Ekstraklasa
234341,Turkey,Göztepe SK,Turkish Süper Lig
235744,England,Salford City,English League Two
236445,Denmark,Brøndby IF,Danish Superliga
236955,Poland,Stal Mielec,Polish T-Mobile Ekstraklasa
237506,Northern Ireland,Queens Park Rangers,English League Championship
237875,Argentina,Orlando City SC,USA Major League Soccer
238177,England,AFC Wimbledon,English League One
240583,England,Birmingham City,English League Championship
240704,China PR,Beijing Sinobo Guoan FC,Chinese Super League
241181,Spain,Getafe CF,Spain Primera Division
241197,Saudi Arabia,Al Nassr,Saudi Abdul L. Jameel League
241828,England,Crewe Alexandra,English League One
242196,United States,Philadelphia Union,USA Major League Soccer
243246,Norway,Sandefjord Fotball,Norwegian Eliteserien
243959,Germany,KFC Uerdingen 05,German 3. Bundesliga
244942,Iceland,Odense Boldklub,Danish Superliga
245087,Canada,Montreal Impact,USA Major League Soccer
245100,Germany,VfB Stuttgart,German 1. Bundesliga
245749,France,Chamois Niortais Football Club,French Ligue 2
246283,Switzerland,BSC Young Boys,Swiss Super League
246873,England,Forest Green Rovers,English League Two
247683,Germany,VfB Lübeck,German 3. Bundesliga
248138,Congo,Stade Malherbe Caen,French Ligue 2
251158,Korea Republic,Daegu FC,Korean K League Classic
251288,Croatia,SV Wehen Wiesbaden,German 3. Bundesliga
251471,Germany,SV Wehen Wiesbaden,German 3. Bundesliga
252421,Saudi Arabia,Al Hilal,Saudi Abdul L. Jameel League
254376,Ecuador,El Nacional,Ecuadorian Serie A
254725,Paraguay,Nacional Asunción,Paraguayan Primera División
256367,Iceland,Strømsgodset IF,Norwegian Eliteserien
257181,Bosnia Herzegovina,1. FC Heidenheim 1846,German 2. Bundesliga
257232,Germany,FC Hansa Rostock,German 3. Bundesliga
257938,Spain,SD Ponferradina,Spanish Segunda División
258415,Bulgaria,Academica Clinceni,Romanian Liga I
258549,Netherlands,ADO Den Haag,Holland Eredivisie
258605,Lithuania,1. FC Nürnberg,German 2. Bundesliga
258836,Greece,Panathinaikos FC,Greek Super League
226261,England,Crewe Alexandra,English League One
227659,Korea Republic,Busan IPark,Korean K League Classic
228601,Colombia,Deportivo Cali,Colombian Liga Postobón
229378,England,Lincoln City,English League One
229878,Argentina,Estudiantes de La Plata,Argentina Primera División
231615,England,Mansfield Town,English League Two
232816,Argentina,Arsenal de Sarandí,Argentina Primera División
233046,England,Bristol Rovers,English League One
233707,Norway,Aalesunds FK,Norwegian Eliteserien
236297,Colombia,Independiente Medellín,Colombian Liga Postobón
236689,Saudi Arabia,Al Ittihad,Saudi Abdul L. Jameel League
237101,Korea Republic,Pohang Steelers,Korean K League Classic
239480,Germany,FC Erzgebirge Aue,German 2. Bundesliga
239995,Mexico,Atlético de San Luis,Mexican Liga MX
241044,Argentina,Atlético Tucumán,Argentina Primera División
241328,China PR,Shanghai SIPG FC,Chinese Super League
242256,United States,San Jose Earthquakes,USA Major League Soccer
242419,Norway,Odds BK,Norwegian Eliteserien
242594,Japan,Shonan Bellmare,Japanese J. League Division 1
242748,Germany,FC Hansa Rostock,German 3. Bundesliga
243021,Mexico,Club Atlas,Mexican Liga MX
244082,Germany,MSV Duisburg,German 3. Bundesliga
245406,Gambia,Sarpsborg 08 FF,Norwegian Eliteserien
245510,Saudi Arabia,Al Ahli,Saudi Abdul L. Jameel League
247042,Sweden,Mjällby AIF,Swedish Allsvenskan
247611,Norway,Odds BK,Norwegian Eliteserien
251022,Romania,FC Voluntari,Romanian Liga I
251167,France,KSV Cercle Brugge,Belgian Jupiler Pro League
251373,Germany,Viktoria Köln,German 3. Bundesliga
251547,Austria,WSG Tirol,Austrian Football Bundesliga
251574,Turkey,Fenerbahçe SK,Turkish Süper Lig
252240,United States,Independiente,Argentina Primera División
252916,Spain,Elche CF,Spain Primera Division
254188,Peru,Melgar FBC,Peruvian Primera División
254189,Peru,Deportivo Binacional,Peruvian Primera División
254594,Mexico,U.N.A.M.,Mexican Liga MX
254627,Venezuela,Llaneros de Guanare,Venezuelan Primera División
254734,Uruguay,River Plate Asunción,Paraguayan Primera División
254943,Bolivia,Oriente Petrolero,Liga de Fútbol Profesional Boliviano
255099,Ecuador,Universidad Católica del Ecuador,Ecuadorian Serie A
255273,United States,Chicago Fire,USA Major League Soccer
255716,Brazil,Cracovia,Polish T-Mobile Ekstraklasa
255735,Peru,Sport Huancayo,Peruvian Primera División
256139,Uruguay,Peñarol,Uruguayan Primera División
256518,Burkina Faso,Oud-Heverlee Leuven,Belgian Jupiler Pro League
256893,Brazil,Clube Sport Marítimo,Portuguese Liga ZON SAGRES
257237,Scotland,Ross County FC,Scottish Premiership
257255,Germany,SC Verl,German 3. Bundesliga
257899,Japan,Gil Vicente FC,Portuguese Liga ZON SAGRES
258744,Spain,CD Lugo,Spanish Segunda División
258864,Germany,Borussia Dortmund,German 1. Bundesliga
221349,England,Northampton Town,English League One
228226,Republic of Ireland,Forest Green Rovers,English League Two
228928,Scotland,Morecambe,English League Two
229375,England,Walsall,English League Two
230653,England,Bristol City,English League Championship
230846,England,Ross County FC,Scottish Premiership
231046,England,Kilmarnock,Scottish Premiership
233324,Colombia,Deportivo Pasto,Colombian Liga Postobón
233961,Saudi Arabia,Al Nassr,Saudi Abdul L. Jameel League
234858,Germany,SpVgg Greuther Fürth,German 2. Bundesliga
237181,France,Servette FC,Swiss Super League
238613,Turkey,Kasimpaşa SK,Turkish Süper Lig
238627,France,Rodez Aveyron Football,French Ligue 2
241584,Argentina,Club Atlético Huracán,Argentina Primera División
242230,Republic of Ireland,St. Patrick's Athletic,Rep. Ireland Airtricity League
242975,Norway,Sandefjord Fotball,Norwegian Eliteserien
243500,Costa Rica,Waasland-Beveren,Belgian Jupiler Pro League
244904,Mexico,Pachuca,Mexican Liga MX
245129,Poland,Legia Warszawa,Polish T-Mobile Ekstraklasa
245288,Germany,1. FC Kaiserslautern,German 3. Bundesliga
245410,Tunisia,Çaykur Rizespor,Turkish Süper Lig
247473,France,Stade Malherbe Caen,French Ligue 2
250730,Colombia,Gil Vicente FC,Portuguese Liga ZON SAGRES
251982,Argentina,Arsenal de Sarandí,Argentina Primera División
252400,Spain,Albacete BP,Spanish Segunda División
252715,France,Paris FC,French Ligue 2
254050,Ecuador,LDU Quito,Ecuadorian Serie A
254501,Senegal,ESTAC Troyes,French Ligue 2
254702,Paraguay,Nacional Asunción,Paraguayan Primera División
254703,Paraguay,Nacional Asunción,Paraguayan Primera División
254724,Paraguay,Nacional Asunción,Paraguayan Primera División
254989,Chile,CD Huachipato,Chilian Campeonato Nacional
256140,Uruguay,Peñarol,Uruguayan Primera División
256675,Canada,VfL Wolfsburg,German 1. Bundesliga
256688,Switzerland,FC Lausanne-Sport,Swiss Super League
257055,Germany,1. FC Saarbrücken,German 3. Bundesliga
257316,Germany,SC Verl,German 3. Bundesliga
257335,Spain,Cádiz CF,Spain Primera Division
257341,Germany,1. FC Saarbrücken,German 3. Bundesliga
258341,Spain,FC Cartagena,Spanish Segunda División
213696,England,Gillingham,English League One
223599,England,Bradford City,English League Two
224982,Italy,Sampdoria,Italian Serie A
225519,Argentina,Gimnasia y Esgrima La Plata,Argentina Primera División
225677,Guyana,Bolton Wanderers,English League Two
227878,England,Carlisle United,English League Two
227997,Congo,Crewe Alexandra,English League One
228366,England,Brisbane Roar,Australian Hyundai A-League
228382,England,Oxford United,English League One
229185,Germany,SC Verl,German 3. Bundesliga
230014,England,Swindon Town,English League One
232588,Japan,FC Tokyo,Japanese J. League Division 1
232850,Japan,Vegalta Sendai,Japanese J. League Division 1
239011,Togo,FC Nantes,French Ligue 1
239681,Colombia,Millonarios FC,Colombian Liga Postobón
239731,Poland,Wisła Płock,Polish T-Mobile Ekstraklasa
239910,Gabon,Hatayspor,Turkish Süper Lig
240701,Scotland,Scunthorpe United,English League Two
241048,Finland,BK Häcken,Swedish Allsvenskan
241213,Japan,FC Tokyo,Japanese J. League Division 1
241818,France,Nîmes Olympique,French Ligue 1
242734,United States,Chicago Fire,USA Major League Soccer
243344,Germany,Viktoria Köln,German 3. Bundesliga
243412,France,FC Chambly Oise,French Ligue 2
243919,France,Stade de Reims,French Ligue 1
246456,Netherlands,PEC Zwolle,Holland Eredivisie
247278,United States,FC Cincinnati,USA Major League Soccer
247354,United States,Orlando City SC,USA Major League Soccer
247639,Argentina,LA Galaxy,USA Major League Soccer
247754,New Zealand,Central Coast Mariners,Australian Hyundai A-League
250810,England,Blackpool,English League One
251358,Serbia,Górnik Zabrze,Polish T-Mobile Ekstraklasa
253105,Portugal,Piast Gliwice,Polish T-Mobile Ekstraklasa
253259,Uruguay,Liverpool Fútbol Club,Uruguayan Primera División
253348,Ecuador,Independiente del Valle,Ecuadorian Serie A
253542,Peru,Cusco FC,Peruvian Primera División
253655,Peru,Deportivo Binacional,Peruvian Primera División
254411,Paraguay,Sol de América,Paraguayan Primera División
254469,Sweden,Mjällby AIF,Swedish Allsvenskan
254719,Paraguay,Nacional Asunción,Paraguayan Primera División
255296,Bosnia Herzegovina,KFC Uerdingen 05,German 3. Bundesliga
255465,Netherlands,Aalesunds FK,Norwegian Eliteserien
255479,Sweden,Varbergs BoIS,Swedish Allsvenskan
255844,Venezuela,Zamora FC,Venezuelan Primera División
255867,Venezuela,Sportivo Luqueño,Paraguayan Primera División
256451,Paraguay,Independiente Medellín,Colombian Liga Postobón
256634,Germany,FC St. Pauli,German 2. Bundesliga
258100,Austria,Academica Clinceni,Romanian Liga I
258124,Argentina,Defensa y Justicia,Argentina Primera División
258207,Turkey,Fatih Karagümrük S.K.,Turkish Süper Lig
258338,Morocco,FC Cartagena,Spanish Segunda División
258361,Canada,SSV Jahn Regensburg,German 2. Bundesliga
258412,Switzerland,FC Vaduz,Swiss Super League
258482,Venezuela,CD Lugo,Spanish Segunda División
258497,Brazil,Gil Vicente FC,Portuguese Liga ZON SAGRES
